600
0 599
0 13 1982476413
0 14 1396253022
0 15 1018753991
0 17 423505936
0 18 317903372
0 21 2080598989
0 22 1601897173
0 25 304679990
0 27 1127158442
0 30 920038379
0 32 2138195995
0 34 503348592
0 37 2117924546
0 39 539446919
0 50 111955556
0 53 1014606145
0 54 1367275309
0 55 1360465203
0 57 783783571
0 58 636728534
0 66 2080873506
0 69 1785290032
0 73 89535370
0 74 2025345702
0 75 644842889
0 76 406269456
0 78 1948934023
0 82 670009286
0 84 321264901
0 86 1141910449
0 89 479810221
0 90 990802654
0 91 1802661319
0 94 1657197016
0 96 2118324317
0 99 1028475861
0 101 1753287745
0 102 1480567392
0 103 51109167
0 105 754136723
0 107 715042906
0 110 644012724
0 111 1724468646
0 117 811182397
0 118 470523107
0 119 2128977703
0 124 1736678562
0 125 1276633304
0 135 2090168353
0 137 1118583717
0 142 1167733865
0 146 817093856
0 147 890065592
0 148 1813237949
0 149 1396801330
0 157 2055156151
0 158 1886299705
0 161 1891750068
0 163 145863023
0 164 1460454537
0 167 509690747
0 168 1245143656
0 170 1095942040
0 171 1186530878
0 173 719702067
0 176 1031446996
0 177 1890914629
0 179 129822121
0 182 67755058
0 185 1745165607
0 187 19440054
0 188 2139214252
0 190 1662001562
0 191 1667716732
0 192 256415020
0 199 497797163
0 202 1733133611
0 203 1401184871
0 205 1864681080
0 207 1031371669
0 211 1162005095
0 213 393483696
0 216 411862510
0 220 451845446
0 222 731681997
0 226 1156488272
0 229 1896075049
0 234 1408432113
0 236 527950995
0 237 716382631
0 238 541863496
0 240 1064474617
0 242 1107001479
0 243 2018946151
0 247 2128801843
0 253 646063219
0 254 1186793079
0 259 1181240259
0 262 793561275
0 266 88958064
0 268 602282982
0 269 1203068608
0 272 648096449
0 273 662300620
0 274 1287707355
0 275 1361578692
0 276 514082437
0 278 417971614
0 283 923476333
0 287 310101743
0 289 1913862893
0 290 905390113
0 291 485497790
0 293 1369209448
0 294 68861428
0 299 1518881400
0 301 1298955865
0 303 313195546
0 307 1186520973
0 308 941026036
0 310 1561869435
0 311 1102248857
0 315 1818576538
0 319 1792983123
0 320 1225595590
0 327 1448094880
0 328 269091117
0 329 1134220293
0 332 1499263470
0 333 358813045
0 334 386302059
0 337 204150572
0 339 1370642817
0 340 2138007134
0 353 1882173778
0 354 1086500743
0 358 724768177
0 360 552094905
0 363 980478762
0 366 776010274
0 367 1801586546
0 368 1795561638
0 369 174512871
0 373 1286962713
0 376 682689735
0 377 1863391051
0 378 684789710
0 379 1428662960
0 383 1315355361
0 385 989721300
0 386 712022123
0 389 2011577969
0 391 178194986
0 392 779476491
0 394 1252447792
0 399 741859069
0 400 316797223
0 406 1321310527
0 407 1895715481
0 408 1551755141
0 409 280718285
0 411 486069871
0 412 779893241
0 415 1410116516
0 417 452216161
0 418 227997697
0 419 1460147755
0 421 2049845902
0 422 388961575
0 427 2027307777
0 430 899414139
0 432 1160169575
0 433 381818763
0 439 822019864
0 440 1127149296
0 441 1940908573
0 442 504761849
0 444 1790557629
0 447 2033477625
0 449 1340074175
0 452 910529299
0 457 1415283196
0 460 17485470
0 461 1562947887
0 462 1167238013
0 463 1056118495
0 464 1246289675
0 467 1965545958
0 468 2060311455
0 469 2485845
0 471 2116231807
0 473 1201358906
0 475 955835977
0 478 660915868
0 480 567269751
0 482 696041193
0 483 1969417604
0 484 2081638667
0 488 1663196136
0 489 1399079819
0 490 513415638
0 491 1605590704
0 497 31432633
0 498 1891032514
0 500 534114281
0 504 600567977
0 507 1200446296
0 508 452272301
0 509 2143500001
0 510 930119763
0 511 2109208080
0 513 977488947
0 516 693603466
0 520 1803762849
0 522 1926798163
0 524 420482298
0 527 196362014
0 537 1919850007
0 538 604089703
0 540 417965543
0 541 1566954800
0 548 1018601221
0 552 2122172360
0 555 2069166190
0 560 839799761
0 562 1621749601
0 567 1423444716
0 568 294318231
0 571 165776576
0 572 1348705597
0 575 1683476175
0 579 493326890
0 580 621239883
0 583 1334448706
0 584 2066929469
0 587 2121878073
0 589 881022042
0 594 1365414538
0 596 1436089975
1 2 805519043
1 8 1876656513
1 11 386248841
1 12 317702067
1 13 973777234
1 14 2102032340
1 15 1424520409
1 16 1842801541
1 18 559532578
1 20 762318542
1 21 931890038
1 22 1356882236
1 23 1618229521
1 25 1993497796
1 28 938227752
1 29 514945500
1 31 970204294
1 32 1572699883
1 36 940771916
1 40 1942455120
1 41 467815605
1 42 1113817886
1 43 1967934503
1 52 1486447228
1 53 666013424
1 55 1727635714
1 59 1168038262
1 60 1198163391
1 61 1177895065
1 62 932182485
1 66 1882830287
1 68 787932601
1 72 587826690
1 74 1522461856
1 78 1379681107
1 81 564144341
1 82 1424050040
1 85 785732201
1 91 1415786892
1 94 773047569
1 95 2066946605
1 96 1100428496
1 98 304061855
1 99 2133805878
1 100 512215142
1 102 1513722228
1 103 697370003
1 104 596925652
1 109 1673722187
1 112 2065685570
1 115 1122789325
1 116 1903905077
1 118 575660178
1 121 1535511662
1 126 2029939987
1 128 621866251
1 129 708156643
1 130 1089185237
1 131 1962096703
1 132 1421787812
1 134 1610345670
1 136 459622921
1 139 532813236
1 140 1962813660
1 141 140970070
1 145 1954220454
1 148 152785083
1 151 1022513068
1 152 30885563
1 158 225273489
1 160 1323796643
1 165 1390008900
1 167 1557217932
1 172 439926892
1 173 1445812401
1 184 1873899890
1 189 711429068
1 195 946492802
1 197 1198279433
1 199 1923726484
1 204 2016324356
1 205 289835572
1 207 2005194474
1 209 1186502873
1 223 719372452
1 224 162493832
1 225 1470073704
1 226 2043621425
1 229 1783770204
1 231 1974301784
1 234 359963841
1 240 1040645986
1 242 40618871
1 243 744968450
1 244 268207475
1 248 160020862
1 249 55738893
1 251 891587520
1 252 1305212678
1 255 1029588724
1 256 458357208
1 257 1402250597
1 259 739362748
1 265 1351494191
1 271 2084706374
1 272 620284546
1 280 161593777
1 283 1323635093
1 284 238634812
1 286 1497166372
1 288 160664007
1 289 1464155277
1 293 347271194
1 299 565543520
1 302 1784173152
1 306 787798426
1 308 489673048
1 310 1374817150
1 311 1112996040
1 317 1092604099
1 318 530903335
1 319 1596995351
1 320 1073130049
1 322 996309907
1 323 597427775
1 324 461708979
1 327 289702089
1 329 1000187998
1 331 1061136930
1 333 714386147
1 334 781586922
1 337 1044828102
1 338 958040370
1 343 1202784319
1 345 1942087438
1 353 130425126
1 354 782255414
1 355 733918369
1 356 836284239
1 357 1161461684
1 361 1086526854
1 362 1720736618
1 367 44952181
1 369 32893733
1 370 757291632
1 373 1397538749
1 377 2054894251
1 378 1906130947
1 379 69850416
1 382 595306826
1 383 382210434
1 384 1617688019
1 386 906823454
1 387 1991855476
1 390 1941689955
1 393 1136275195
1 396 1475196024
1 398 528381576
1 399 1143217656
1 400 1589361108
1 405 324041285
1 406 1410852324
1 407 868879447
1 409 416618770
1 412 1791357929
1 413 3050406
1 415 35355772
1 419 431720255
1 420 558101671
1 422 1845235621
1 426 1739560391
1 428 811921569
1 432 72620212
1 433 1040537596
1 435 642463863
1 436 1804895561
1 441 433104089
1 444 1916719546
1 447 1324233214
1 449 174317025
1 454 1205054263
1 456 871201571
1 457 1110331644
1 458 842554138
1 460 438109688
1 462 850549779
1 464 1087205885
1 465 461667228
1 468 706192899
1 470 2014569361
1 472 980241224
1 473 2098332187
1 475 854392983
1 476 209083367
1 479 1132905609
1 483 1441852621
1 485 274291437
1 489 1052746298
1 490 460018560
1 491 912404767
1 492 972174696
1 496 2131127724
1 497 652327127
1 500 1445767041
1 501 945784810
1 502 1927742878
1 503 2129969599
1 504 2074509241
