400
0 399
0 1 1461976766
0 5 1272229976
0 7 1578712877
0 8 938464501
0 9 171945039
0 10 1511066965
0 11 1873990749
0 15 805032170
0 19 828926579
0 20 1920339931
0 21 1625381657
0 23 1778453460
0 24 1474411729
0 25 305310673
0 27 512971589
0 28 1469862411
0 29 1726049294
0 30 1374823994
0 34 815065884
0 45 1830553461
0 46 1562780101
0 50 648154915
0 52 1745957051
0 53 1822465437
0 55 1690880385
0 56 1622848330
0 59 1059898015
0 62 1678901902
0 63 810284620
0 64 117823915
0 69 1646374442
0 72 1137075212
0 75 1409982722
0 76 1549426354
0 79 247065912
0 80 145125870
0 81 1492437791
0 82 1058003323
0 83 1443865856
0 85 1463251413
0 86 78551124
0 87 1838797241
0 88 670038254
0 89 15777381
0 90 686071598
0 92 384295328
0 95 841975381
0 97 1678214200
0 99 1468305151
0 101 883013302
0 104 1922589208
0 105 1208830733
0 108 339263198
0 110 499005345
0 113 1256481731
0 114 163148402
0 115 480673242
0 117 216092090
0 118 1636749563
0 120 636399968
0 121 1098293689
0 122 1524722539
0 123 1880347439
0 126 1667448870
0 127 593898521
0 128 2003729035
0 129 1216949440
0 132 1117284459
0 133 463317314
0 134 281669883
0 137 1746864802
0 138 1394199908
0 140 1001897806
0 141 1213218323
0 142 69151387
0 143 2032603362
0 144 1735709376
0 145 1809694641
0 148 861274479
0 152 155274173
0 153 1875003809
0 155 885128737
0 157 2044339349
0 159 624809623
0 161 1683188289
0 162 1858897248
0 167 600194900
0 170 1096952218
0 172 161444216
0 173 1241733684
0 174 1377211858
0 175 1260378535
0 176 762251372
0 177 1184094742
0 179 1711876892
0 183 1509783069
0 188 1507763356
0 189 849210799
0 191 563716292
0 193 927566627
0 194 645052197
0 196 323487177
0 197 1779870135
0 199 1705602024
0 200 1502313025
0 204 921607981
0 205 1481779788
0 212 1939576179
0 216 358674625
0 217 1136429288
0 219 123776728
0 220 2108670015
0 221 1081289869
0 222 1076011219
0 224 1374528932
0 225 425215870
0 229 623482514
0 230 882695291
0 231 592752729
0 233 1666382062
0 234 418014905
0 236 1436226538
0 237 2061053485
0 238 1693322473
0 242 2016542665
0 243 37307337
0 246 601518183
0 247 280022054
0 248 840161331
0 250 714119237
0 251 1272442809
0 252 1255090050
0 253 1181027210
0 254 891661941
0 255 574079143
0 256 1620898031
0 257 1504894514
0 258 502163258
0 260 792785080
0 261 1139021972
0 263 916871259
0 264 869858255
0 266 747982853
0 267 1571611610
0 269 43447243
0 270 1276973310
0 271 591016393
0 273 865901556
0 274 1986807782
0 277 65809823
0 279 1167863237
0 280 50885018
0 282 466495572
0 284 2119015830
0 287 300573266
0 288 70431071
0 289 404736722
0 290 1065482207
0 295 1812371311
0 296 1967901755
0 299 41945886
0 300 1131359388
0 303 423031886
0 304 1535906073
0 307 1280839658
0 311 918562026
0 312 256471007
0 313 173357153
0 314 1527601554
0 317 593266351
0 322 1874737142
0 324 2081691547
0 325 2123154789
0 326 1662049629
0 327 1292149950
0 329 1493899872
0 331 1064713256
0 335 1920857192
0 336 1457431618
0 337 421892104
0 338 904123844
0 344 1534128696
0 345 1627147190
0 346 708628346
0 347 895763150
0 350 1845588485
0 351 599837844
0 357 1322679628
0 358 203935895
0 364 666297742
0 365 437903650
0 366 789232546
0 367 367835865
0 368 569087176
0 372 952978750
0 373 1354613821
0 377 1555886716
0 379 2072965381
0 382 1715129888
0 383 353349450
0 385 89239540
0 386 1332040939
0 389 802545181
0 390 944272022
0 391 2138123191
0 392 1123133234
0 395 883464514
0 399 501731951
1 2 648116858
1 3 79805912
1 4 387850236
1 5 1406523412
1 7 347042304
1 9 7229408
1 11 167959035
1 12 1412537765
1 14 269477492
1 15 197290101
1 16 65339664
1 17 1873936384
1 22 244820193
1 25 313541147
